fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
8.14,0.696,0.198,1.73,0.035,17.9,48.7,0.997,3.2,0.65,10.58,5
7.19,0.574,0.25,1.76,0.06,17.6,28.1,0.99942,3.34,0.5,9.11,5
7.15,0.473,0.297,4.92,0.04,8.9,26.8,0.99794,3.34,0.51,9.07,6
7.08,0.356,0.691,1.02,0.041,17.0,89.6,0.99581,3.59,0.34,10.33,6
6.79,0.265,0.272,3.77,0.082,4.6,7.1,0.99645,3.37,0.71,12.38,7
12.29,0.57,0.478,4.46,0.099,18.6,48.0,0.99771,3.19,0.77,10.03,7
8.84,0.82,0.156,2.99,0.077,25.7,26.0,0.99791,3.16,0.84,9.95,3
9.86,0.567,0.221,1.82,0.062,21.3,52.3,0.99674,3.3,0.48,11.73,6
7.47,0.281,0.272,4.02,0.051,10.5,23.2,0.99739,3.11,0.71,10.27,6
8.0,0.571,0.123,1.83,0.068,24.5,53.1,0.99739,3.2,0.64,11.12,5
7.08,0.52,0.231,1.54,0.054,22.7,76.2,0.99652,3.27,0.77,9.81,5
5.92,0.686,0.439,1.78,0.076,23.4,28.6,0.99555,3.25,0.54,10.47,5
5.17,0.639,0.118,1.64,0.039,34.5,31.7,0.99811,3.42,0.59,11.46,6
6.24,0.628,0.27,1.38,0.107,19.8,51.9,0.99725,3.2,0.43,9.5,5
10.63,0.349,0.405,3.49,0.06,6.7,64.4,0.99275,2.94,0.53,10.98,6
8.24,0.274,0.113,1.49,0.092,7.7,129.3,0.99513,3.06,0.64,11.77,6
10.57,0.496,0.478,2.09,0.116,19.8,32.2,0.99579,3.31,0.67,9.82,6
9.04,0.604,0.284,1.11,0.09,3.4,31.7,0.99632,3.22,0.42,10.33,5
9.68,0.235,0.239,2.15,0.112,13.5,19.0,0.99899,3.12,0.56,10.32,6
6.75,0.657,0.199,1.26,0.031,11.8,6.0,1.00278,3.6,0.66,9.38,5
9.23,0.667,0.341,1.24,0.063,22.3,76.6,0.99203,3.43,0.91,9.29,6
9.59,0.538,0.602,2.02,0.128,5.8,37.5,0.99728,3.3,0.52,10.98,6
7.32,0.374,0.378,3.41,0.098,22.6,18.5,0.99683,3.34,0.72,11.03,6
9.29,0.354,0.484,2.58,0.179,13.0,69.5,0.99636,3.27,0.55,9.47,6
9.31,0.715,0.04,2.66,0.168,19.0,73.1,0.99773,3.12,0.57,11.0,5
7.36,0.258,0.246,2.0,0.089,6.2,61.0,0.99698,3.46,0.51,11.02,7
6.37,0.722,0.502,1.82,0.07,23.2,31.4,0.99601,3.44,0.49,10.02,6
6.26,0.5,0.101,3.02,0.051,28.6,49.3,0.99676,3.01,0.57,9.04,5
8.47,0.513,0.453,1.64,0.063,72.0,20.9,0.99776,3.34,0.83,10.38,7
8.89,0.223,0.409,3.08,0.065,18.1,62.9,0.99758,3.36,0.53,10.81,6
6.94,0.504,0.322,3.69,0.06,27.9,27.5,0.99706,3.26,0.51,10.36,5
8.37,0.64,0.208,1.45,0.052,7.3,82.1,0.99559,3.62,0.67,9.79,6
9.31,0.289,0.083,1.55,0.094,33.4,56.5,1.00206,3.61,0.64,10.92,5
9.4,0.62,0.607,1.66,0.168,4.9,15.7,0.99738,3.25,0.63,11.77,4
11.02,0.546,0.39,1.09,0.119,41.6,76.8,0.99815,3.28,0.68,9.6,6
10.54,0.414,0.335,1.71,0.068,17.0,73.0,0.99574,3.26,0.5,10.1,6
6.58,0.684,0.192,3.8,0.123,5.3,67.1,0.99706,3.22,0.51,13.36,6
11.25,0.134,0.277,1.32,0.091,12.0,69.4,0.99705,3.17,0.82,10.73,7
7.4,0.592,0.301,3.84,0.077,27.7,41.0,0.99307,3.39,0.61,9.06,5
10.14,0.821,0.346,1.74,0.075,13.7,48.7,0.99534,3.6,0.74,9.91,5
8.44,0.789,0.41,5.48,0.071,13.6,36.0,0.9953,3.54,0.87,9.61,6
7.6,0.6,0.121,1.56,0.105,26.2,10.0,0.99556,3.43,0.79,10.83,5
5.17,0.476,0.286,1.98,0.083,14.5,55.9,0.99467,2.95,0.45,10.75,5
8.02,0.416,0.209,1.41,0.056,32.1,12.8,0.99678,3.03,0.62,9.74,6
5.61,0.475,0.173,1.55,0.055,10.3,19.0,0.99935,3.47,0.83,12.41,7
10.0,0.628,0.363,3.87,0.09,3.7,26.5,0.99695,3.55,0.73,10.51,5
10.96,0.385,0.647,2.62,0.095,15.1,42.7,0.99446,3.39,0.67,9.93,6
6.93,0.666,0.702,3.36,0.068,16.3,114.2,0.99474,3.26,0.42,9.11,4
8.85,0.914,0.226,1.17,0.047,10.0,26.3,0.99598,3.51,0.55,9.46,4
7.06,0.519,0.336,2.84,0.137,18.6,119.8,0.99401,3.42,0.65,9.09,6
7.23,0.288,0.001,1.37,0.125,4.2,71.7,0.99728,3.48,0.45,10.22,5
9.67,0.288,0.459,1.16,0.032,19.0,51.6,0.99927,3.03,0.78,9.47,6
8.25,0.67,0.278,2.36,0.143,6.5,24.3,0.99561,3.36,0.62,11.26,5
11.35,0.519,0.258,2.35,0.071,5.3,43.1,0.99684,3.58,0.39,9.79,7
7.48,0.688,0.284,2.17,0.085,16.0,45.4,0.99588,3.39,0.55,11.32,5
10.06,0.434,0.431,2.92,0.13,4.9,62.4,0.9955,3.45,0.59,10.95,5
8.49,0.68,0.225,3.14,0.164,2.6,25.2,0.99706,3.32,0.62,11.11,5
9.7,0.502,0.493,4.1,0.123,20.6,73.1,0.99544,3.33,0.91,11.38,6
7.54,0.398,0.485,1.24,0.087,7.1,39.9,0.99516,3.52,0.74,12.55,7
8.23,0.458,0.148,4.16,0.042,22.0,55.8,0.99362,3.21,0.45,9.51,4
8.12,0.315,0.573,4.94,0.031,12.6,37.8,0.99682,3.19,0.44,11.33,7
6.87,0.888,0.279,1.8,0.116,16.0,88.4,0.99873,3.24,0.6,10.85,5
9.47,0.513,0.279,1.0,0.143,28.0,19.9,0.99804,3.31,0.66,11.56,6
9.45,0.646,0.289,1.14,0.054,19.9,49.6,0.99953,3.07,0.82,10.54,5
9.35,0.433,0.283,1.72,0.069,22.3,15.5,0.99542,3.42,0.98,11.68,6
10.99,0.341,0.235,5.24,0.061,21.8,58.7,0.99832,3.29,1.0,9.04,6
10.84,0.488,0.011,2.13,0.06,9.3,18.6,0.9946,3.44,0.57,9.35,5
7.67,0.728,0.579,1.6,0.127,19.3,34.6,0.99805,2.99,0.81,9.81,5
8.97,0.436,0.571,1.56,0.086,7.8,31.8,0.99982,3.44,0.71,10.34,7
7.23,0.373,0.432,1.17,0.07,19.3,137.6,0.99765,3.51,0.49,10.47,5
8.36,0.558,0.225,3.14,0.258,12.2,24.8,0.99986,3.38,0.4,9.63,5
7.28,0.62,0.078,2.03,0.041,14.0,73.5,0.99556,3.31,0.66,9.36,5
11.14,0.826,0.145,5.45,0.1,38.8,6.0,0.99644,3.44,0.44,9.72,5
8.95,0.594,0.639,2.81,0.049,21.2,42.8,0.99496,3.5,0.52,8.59,5
7.94,0.646,0.138,3.08,0.073,9.8,90.8,0.99677,3.39,0.54,10.11,5
10.4,0.659,0.466,1.9,0.083,4.2,10.5,0.99721,3.4,0.67,10.36,6
4.82,0.322,0.555,1.3,0.114,16.3,71.5,0.99675,3.56,0.88,10.89,7
9.7,0.357,0.585,1.43,0.069,4.7,38.0,0.9958,3.42,0.64,10.6,7
8.43,0.335,0.467,1.14,0.066,41.8,6.8,0.99577,3.19,0.56,12.34,7
8.76,0.29,0.498,3.19,0.069,14.3,77.8,0.99736,3.5,0.38,11.29,5
6.01,0.673,0.28,1.78,0.048,26.3,60.4,0.9964,3.29,0.72,11.21,6
8.28,0.582,0.275,3.25,0.104,5.5,22.3,0.99451,3.31,0.64,10.81,6
11.81,0.544,0.388,2.25,0.089,20.9,62.8,0.9931,3.33,0.56,10.99,5
9.75,0.9,0.244,1.86,0.095,29.7,11.3,0.99557,3.46,0.85,10.18,6
8.62,0.369,0.236,1.25,0.076,21.9,27.7,0.99407,3.57,0.47,10.53,6
7.56,0.899,0.087,2.42,0.072,25.1,42.1,0.99511,3.31,0.54,12.48,5
7.63,0.269,0.08,1.92,0.133,19.7,40.6,0.9959,3.57,0.6,10.35,6
4.62,0.384,0.619,3.18,0.124,11.5,54.7,0.99642,3.33,0.55,8.99,7
8.77,0.133,0.626,1.53,0.148,8.0,135.6,0.99543,3.52,0.73,11.17,7
9.79,0.595,0.269,2.79,0.092,9.0,18.5,1.00086,3.34,0.72,11.36,6
5.58,0.332,0.323,4.43,0.144,42.4,47.5,0.9943,3.24,0.83,10.59,5
7.17,0.337,0.084,2.39,0.065,17.5,48.3,0.999,3.6,0.72,8.41,6
6.31,0.283,0.392,3.01,0.071,31.5,82.3,0.99639,3.22,0.62,11.8,6
6.64,0.67,0.604,2.74,0.134,10.2,40.5,0.99545,3.21,0.59,10.67,5
8.41,0.658,0.358,4.97,0.114,24.1,9.0,0.99782,3.12,0.71,10.09,6
4.69,0.856,0.372,2.5,0.069,7.6,44.4,0.99584,3.5,0.61,11.69,6
9.39,0.407,0.37,2.9,0.049,12.9,8.0,0.99517,3.54,0.65,10.54,7
9.63,0.569,0.582,2.08,0.071,11.1,77.6,1.0001,3.37,0.72,9.84,5
7.88,0.298,0.657,1.49,0.057,39.5,41.7,0.99253,3.16,0.66,12.02,7
6.59,0.47,0.226,1.23,0.17,8.6,53.3,0.99623,3.31,0.69,10.68,6
10.47,0.437,0.398,3.74,0.11,22.5,20.1,0.99706,3.26,0.52,9.49,6
7.72,0.614,0.286,1.34,0.055,20.0,20.9,0.99938,3.16,0.89,11.64,7
6.27,0.713,0.15,2.96,0.049,6.0,60.0,0.99594,3.24,0.48,10.96,5
9.72,0.708,0.321,2.55,0.055,31.7,34.5,1.00176,3.39,0.71,9.07,6
7.15,0.378,0.398,3.2,0.061,34.0,24.9,0.99814,3.22,0.56,9.93,5
9.02,0.71,0.311,1.68,0.072,17.5,90.8,0.9922,3.35,0.84,10.16,5
9.3,0.522,0.103,1.48,0.129,15.7,45.2,0.99394,3.04,0.8,11.39,6
11.52,0.472,0.182,2.51,0.051,3.6,27.5,0.99715,3.56,0.64,12.78,6
7.97,0.402,0.183,1.86,0.219,5.3,47.0,0.99453,3.25,0.94,8.52,5
8.97,0.429,0.11,1.22,0.051,12.6,31.0,0.99774,3.44,0.61,10.9,6
5.74,0.844,0.33,5.06,0.041,7.8,56.8,0.99584,3.34,0.79,12.78,6
10.39,0.585,0.349,1.48,0.167,26.3,19.2,0.99443,3.37,0.53,9.81,7
7.0,0.561,0.456,1.35,0.142,5.1,78.3,0.99487,3.14,0.71,9.74,6
7.34,0.483,0.107,1.9,0.072,4.7,31.0,0.99832,3.2,0.51,10.67,6
8.28,0.97,0.16,3.72,0.093,21.2,15.0,0.99286,3.2,0.64,11.31,5
5.6,0.765,0.565,0.9,0.094,19.1,16.5,0.99869,3.31,0.63,11.12,5
8.72,0.4,0.239,3.58,0.083,16.7,36.2,0.99874,3.51,0.79,10.04,6
10.0,0.481,0.276,1.4,0.044,24.2,25.1,0.99607,3.37,0.54,9.56,5
8.83,0.491,0.237,2.38,0.026,9.6,12.7,0.99403,3.17,1.37,11.83,6
5.56,0.556,0.485,1.56,0.053,11.5,13.4,0.99776,3.32,0.45,9.59,6
8.1,0.404,0.493,5.19,0.177,18.7,42.0,0.99578,3.3,0.68,8.86,6
9.61,0.609,0.482,2.24,0.18,17.5,48.7,0.99382,3.26,0.69,9.8,4
5.05,0.791,0.275,1.54,0.069,8.3,44.0,1.00033,3.31,0.73,12.02,5
6.45,0.294,0.104,1.85,0.051,29.0,89.2,0.99502,3.42,0.56,9.15,6
9.85,0.327,0.636,2.2,0.088,6.1,53.3,0.9939,3.2,0.68,12.05,7
8.79,0.443,0.433,2.29,0.095,12.1,27.2,0.99724,3.26,0.55,11.82,6
9.04,0.451,0.183,2.58,0.102,6.5,188.4,0.99657,3.46,1.02,10.66,6
11.56,0.89,0.541,2.12,0.025,53.4,21.6,0.99952,3.38,0.54,9.15,5
9.14,0.71,0.168,1.14,0.323,15.9,11.5,0.99598,3.5,0.61,9.74,5
9.46,0.7,0.538,1.82,0.13,7.4,62.0,0.996,3.53,0.54,12.27,5
13.04,0.482,0.551,2.78,0.071,11.2,114.6,0.99734,3.11,0.52,9.81,5
7.95,0.478,0.095,1.57,0.057,18.6,70.1,0.99708,3.35,0.45,9.59,5
6.93,0.269,0.381,2.87,0.122,26.2,34.8,0.99714,3.23,0.75,10.62,6
9.06,0.671,0.419,2.15,0.098,8.0,23.4,0.99722,3.13,0.54,8.91,5
9.08,0.618,0.767,1.92,0.081,35.0,59.3,0.99701,3.19,0.52,10.39,6
7.4,0.761,0.129,3.62,0.096,15.5,36.1,0.99591,3.26,0.5,9.57,5
6.52,0.492,0.542,0.97,0.074,21.4,33.5,0.99828,3.27,0.69,13.3,7
12.34,0.504,0.273,1.56,0.094,10.6,93.5,0.99602,3.22,0.64,9.44,6
8.89,0.561,0.034,3.69,0.108,19.5,9.3,0.99823,3.31,0.64,12.49,7
7.05,0.691,0.247,4.82,0.091,10.0,51.6,0.99934,3.68,0.53,9.2,5
9.91,0.265,0.27,5.92,0.089,11.6,24.7,0.99541,3.05,0.71,10.7,6
8.13,0.662,0.069,2.17,0.146,26.8,40.8,1.00127,3.48,0.54,10.96,5
7.88,0.526,0.329,2.6,0.038,20.6,21.1,0.99535,3.31,0.65,10.57,5
9.3,0.339,0.452,3.06,0.055,12.4,36.1,0.99536,3.24,0.62,10.51,6
6.07,0.155,0.315,3.76,0.079,25.9,151.2,0.99773,3.01,0.42,11.34,5
8.93,0.505,0.167,2.44,0.056,18.2,66.0,0.99754,3.42,1.06,10.87,6
11.65,0.791,0.242,3.21,0.065,3.1,59.3,0.99684,3.09,0.74,10.23,5
9.13,0.831,0.269,2.6,0.139,14.0,41.6,0.99825,3.43,0.67,9.7,5
7.67,0.594,0.311,2.68,0.073,26.5,39.2,0.99718,3.57,0.69,10.24,6
7.44,0.883,0.481,1.4,0.034,41.6,43.4,1.00062,3.12,1.07,10.23,6
7.61,0.522,0.322,1.83,0.065,6.9,55.4,0.9966,3.49,0.85,10.21,5
7.88,0.702,0.003,1.67,0.08,25.4,66.8,0.99508,3.31,0.7,10.5,5
7.66,0.449,0.163,1.24,0.079,15.5,122.9,0.99565,3.0,0.53,8.91,4
9.91,0.437,0.302,1.01,0.1,6.0,34.7,0.9976,3.13,0.56,9.32,5
5.3,0.408,0.484,1.75,0.097,6.4,92.2,0.99762,3.34,0.41,11.31,7
9.82,0.159,0.517,1.88,0.073,7.1,123.8,0.99709,3.37,0.58,11.7,6
7.66,0.762,0.607,2.22,0.046,4.5,69.9,0.99509,3.07,0.75,9.82,5
8.98,0.415,0.295,2.72,0.064,5.5,38.7,0.99881,3.31,0.75,12.21,6
6.36,0.386,0.415,2.3,0.059,15.9,70.2,1.00038,3.43,0.74,11.73,7
10.63,0.318,0.352,1.89,0.069,3.0,12.2,0.99676,3.46,0.56,10.07,7
10.49,0.493,0.066,1.4,0.107,8.1,111.2,1.00014,3.25,0.73,10.18,6
9.99,0.847,0.258,3.14,0.094,11.7,74.1,0.99835,3.38,0.78,12.12,6
5.68,0.907,0.846,2.02,0.113,8.1,37.6,1.00092,3.47,0.37,11.78,6
9.76,0.231,0.328,1.74,0.066,5.0,35.8,0.9976,3.44,0.69,11.46,6
9.02,0.466,0.106,1.95,0.154,15.1,14.7,0.99696,3.44,1.07,11.64,6
5.53,0.344,0.347,1.52,0.106,8.0,81.1,0.9983,3.33,0.59,9.26,5
8.28,0.708,0.172,1.67,0.082,8.4,36.3,0.99588,3.3,0.34,10.64,5
8.95,0.582,0.087,1.64,0.102,13.6,117.1,0.99747,3.35,0.52,9.6,5
9.29,0.415,0.67,1.86,0.058,22.4,12.1,0.99923,3.2,0.41,9.23,6
8.63,0.543,0.473,2.84,0.03,9.5,21.4,0.99826,3.48,0.54,10.6,6
8.83,0.444,0.336,2.54,0.059,9.8,19.6,0.99664,3.08,0.47,9.98,5
10.88,0.821,0.196,4.25,0.109,5.8,6.0,0.99708,3.23,0.8,10.24,5
10.45,0.628,0.211,3.65,0.081,26.3,62.1,0.99814,3.3,0.77,9.88,5
7.77,0.651,0.563,5.11,0.073,15.3,17.2,0.99808,3.38,0.69,9.08,6
8.03,0.518,0.328,2.72,0.053,25.2,21.5,0.99813,3.41,0.87,12.24,6
5.27,0.905,0.73,2.7,0.032,27.8,18.0,0.99734,3.53,0.55,10.59,5
8.48,0.769,0.305,1.7,0.148,9.4,31.4,0.99513,3.32,0.65,8.88,5
10.49,0.198,0.335,3.07,0.071,46.8,103.1,0.99544,3.2,1.1,10.61,7
6.43,0.474,0.476,1.58,0.064,24.1,55.4,0.99758,3.29,0.74,12.05,6
8.91,0.314,0.358,1.09,0.058,16.3,46.5,0.99828,3.26,0.74,11.45,7
6.73,0.838,0.412,4.21,0.137,10.0,40.9,0.99803,3.39,0.53,9.86,5
7.15,0.574,0.189,1.21,0.116,8.9,27.9,0.99542,3.15,0.57,9.89,7
10.89,0.392,0.036,2.58,0.051,15.0,28.2,0.99641,3.28,0.5,9.4,5
7.38,0.536,0.323,1.42,0.132,17.5,45.0,0.99447,3.55,0.97,9.63,6
9.12,0.335,0.542,3.51,0.073,2.3,96.3,0.99406,3.34,0.43,9.71,5
5.06,0.537,0.147,3.74,0.059,11.0,26.5,0.99685,3.15,0.8,8.85,5
11.56,0.682,0.132,2.69,0.068,17.0,75.5,0.99928,3.26,0.74,9.94,5
9.37,0.181,0.502,3.71,0.055,19.7,18.6,0.99689,2.98,0.43,10.79,7
8.0,0.461,0.183,2.12,0.043,13.5,61.8,1.00033,3.3,0.85,9.98,5
9.32,0.712,0.192,5.79,0.111,19.3,94.0,0.99639,3.56,0.6,10.65,5
5.87,0.269,0.199,2.96,0.071,8.9,38.8,0.99676,3.13,0.46,12.16,6
10.38,0.571,0.258,1.41,0.103,19.0,28.1,0.99482,3.09,0.7,12.38,5
7.76,0.542,0.168,2.18,0.089,17.3,61.7,0.99604,3.21,0.52,10.35,6
7.96,0.839,0.314,1.98,0.1,27.5,110.0,0.99444,3.45,0.61,11.36,4
7.46,0.489,0.312,1.89,0.031,36.1,73.4,0.99376,3.57,0.56,10.24,5
7.31,0.499,0.49,1.0,0.053,27.9,119.1,0.99447,3.38,0.51,9.9,5
9.53,0.684,0.619,2.52,0.101,12.4,41.4,0.99686,3.12,0.47,9.22,5
8.77,0.291,0.557,1.13,0.044,6.0,39.7,0.9953,3.31,0.78,10.51,6
9.45,0.49,0.444,0.9,0.092,8.0,13.2,0.99575,3.58,0.69,11.58,6
8.3,0.448,0.242,1.81,0.042,35.5,27.2,0.99748,3.26,0.68,9.06,6
9.21,0.505,0.152,1.51,0.079,15.6,37.7,0.99376,3.33,0.58,10.11,5
7.59,0.683,0.273,1.44,0.161,17.8,40.3,0.99685,3.35,0.65,10.06,7
12.2,0.63,0.381,0.9,0.111,25.2,61.0,0.99831,3.08,0.53,10.68,5
5.59,0.395,0.426,1.44,0.034,14.9,29.3,0.99848,3.46,0.53,10.7,5
10.51,0.555,0.388,1.96,0.114,30.6,30.5,0.99768,3.44,0.98,10.99,5
10.7,0.798,0.247,1.59,0.177,5.5,131.5,0.9966,3.01,0.8,12.45,6
6.84,0.38,0.42,2.52,0.275,20.3,6.0,0.99551,3.11,0.55,9.49,5
12.2,0.556,0.51,3.96,0.097,42.3,6.5,0.99654,3.16,0.44,9.43,5
10.05,0.495,0.437,2.67,0.042,32.1,21.0,0.99984,3.42,0.42,10.68,5
10.01,0.519,0.264,3.36,0.095,33.3,6.2,0.99722,3.2,0.54,11.97,6
8.37,0.236,0.112,3.49,0.16,5.0,7.6,0.9965,3.37,0.66,8.86,6
7.94,0.784,0.107,1.34,0.072,17.2,31.9,0.99777,3.28,0.66,10.77,5
7.96,0.391,0.141,2.58,0.125,13.7,50.4,0.99679,3.32,0.66,10.2,6
9.0,0.715,0.319,3.31,0.054,8.0,31.0,0.99713,3.38,0.69,11.33,4
10.76,0.418,0.369,1.74,0.092,17.3,52.4,0.99623,3.35,0.49,11.09,5
8.64,0.417,0.001,1.48,0.025,6.1,67.0,0.99591,3.31,0.93,10.47,6
6.73,0.748,0.174,2.69,0.051,19.3,46.8,0.99859,3.36,0.61,10.94,5
9.75,0.709,0.316,1.09,0.078,7.6,52.3,0.99299,3.34,0.69,9.72,6
9.92,0.568,0.099,1.3,0.066,18.6,33.8,0.99761,3.28,0.54,11.28,4
9.46,0.667,0.352,1.57,0.043,8.3,29.2,0.99579,3.25,0.69,11.9,6
9.62,0.478,0.212,2.59,0.062,11.9,6.0,0.99308,3.59,1.07,10.53,7
7.85,0.528,0.133,2.34,0.091,11.2,69.2,0.99485,3.24,0.5,9.98,5
6.7,0.411,0.28,3.37,0.075,13.5,45.4,0.99663,3.52,0.48,10.26,6
6.81,0.693,0.345,1.4,0.08,14.5,49.8,0.99689,3.21,0.51,11.26,6
5.47,0.405,0.109,1.36,0.109,11.2,12.6,0.99811,3.43,0.59,10.38,5
8.73,0.797,0.224,2.68,0.067,7.0,21.9,0.99824,3.58,0.56,9.14,4
8.17,0.473,0.359,1.48,0.144,28.7,32.6,0.99376,3.26,0.49,11.44,8
7.55,0.534,0.125,1.61,0.05,14.9,17.1,0.99742,3.21,0.63,9.37,5
6.15,0.667,0.191,0.92,0.186,17.6,46.3,0.99808,3.25,0.94,10.87,5
10.27,0.534,0.02,2.41,0.129,11.2,44.2,0.99712,3.31,0.61,8.42,5
7.16,0.476,0.204,4.24,0.067,54.4,42.4,0.99765,3.36,0.62,10.54,5
8.95,0.525,0.586,1.33,0.069,15.8,68.5,0.99303,3.3,0.69,10.35,7
5.9,0.691,0.008,3.35,0.086,29.6,47.0,0.99482,3.25,0.75,10.78,7
10.82,0.411,0.216,2.06,0.102,12.1,89.3,0.9993,3.6,0.9,9.24,5
8.07,0.507,0.675,0.96,0.128,20.8,48.1,0.99617,3.28,0.68,10.51,6
8.82,0.532,0.348,1.42,0.043,13.2,25.3,1.00092,3.22,0.64,9.98,5
12.37,0.686,0.2,1.38,0.095,26.7,39.8,0.99427,3.43,0.5,8.84,5
10.96,0.512,0.24,1.84,0.03,10.4,6.0,0.99967,3.44,0.77,9.3,4
7.79,0.855,0.352,2.56,0.072,6.4,50.2,0.99554,3.52,0.52,9.39,4
7.29,0.502,0.592,4.86,0.15,17.6,22.4,0.99834,3.6,0.51,11.47,6
7.75,0.487,0.169,1.11,0.041,27.8,43.5,0.99614,3.36,0.67,11.31,6
9.21,0.499,0.126,1.7,0.038,13.4,25.0,0.99692,3.27,0.94,12.77,6
8.14,0.293,0.008,1.41,0.086,10.2,17.1,0.99783,3.02,0.76,9.87,5
7.63,0.343,0.29,1.2,0.146,5.5,106.4,0.99553,3.17,0.63,9.84,5
10.87,0.434,0.003,2.21,0.09,28.0,24.7,0.99822,3.34,0.5,10.56,5
8.12,0.734,0.182,2.12,0.033,7.8,21.5,0.99619,3.13,0.93,10.04,5
12.32,0.524,0.097,0.94,0.037,11.1,62.6,0.99704,3.07,0.63,9.8,5
8.48,0.443,0.474,2.13,0.082,10.9,31.9,0.99167,3.32,0.59,10.48,6
11.43,0.751,0.173,1.23,0.046,14.2,23.4,0.99606,3.43,0.73,11.17,6
8.94,0.809,0.345,2.13,0.083,20.7,63.7,0.9991,3.27,0.57,9.81,5
10.0,0.756,0.295,3.75,0.085,45.0,39.0,0.99802,3.44,0.53,8.92,5
7.06,0.376,0.041,2.61,0.063,18.0,69.0,0.99838,3.4,0.54,10.26,6
6.83,0.441,0.189,2.29,0.177,5.5,91.3,0.9968,3.48,0.54,10.88,5
9.12,0.856,0.69,1.67,0.102,13.7,31.3,0.99988,3.64,0.48,11.62,5
10.04,0.573,0.447,2.18,0.135,18.2,60.4,0.99725,3.7,0.47,9.96,6
8.39,0.482,0.246,2.73,0.118,30.9,93.9,0.99545,3.42,0.81,10.53,5
6.08,0.659,0.878,2.61,0.073,28.7,109.1,0.99832,3.24,0.75,8.62,5
5.95,0.711,0.096,2.02,0.072,13.3,26.9,0.99845,3.32,0.52,9.5,5
5.84,0.427,0.491,2.33,0.068,15.5,75.2,0.9979,3.55,0.8,10.64,7
5.24,0.569,0.224,1.17,0.106,16.9,6.6,0.99593,3.18,0.69,8.97,5
8.51,0.697,0.014,1.52,0.058,15.5,47.6,0.99723,3.53,0.59,11.74,6
10.28,0.321,0.319,2.91,0.17,13.7,14.1,0.99935,3.28,0.47,10.98,5
8.3,0.532,0.281,3.09,0.056,36.7,31.3,0.99761,3.34,0.69,9.45,5
7.99,0.329,0.212,2.21,0.086,9.0,138.4,0.99389,3.19,1.02,8.83,5
8.04,0.353,0.477,4.12,0.07,25.7,69.8,0.99551,3.11,0.64,9.65,6
11.97,0.429,0.162,2.66,0.064,22.8,14.4,0.99542,3.27,0.82,9.46,6
5.78,0.616,0.332,1.91,0.208,13.3,18.2,0.99527,3.51,0.6,9.12,5
7.64,0.472,0.426,1.22,0.064,8.5,79.8,0.99269,3.2,0.8,8.91,6
11.29,0.413,0.128,4.04,0.068,14.8,78.2,1.00029,3.55,0.61,10.17,5
9.1,0.539,0.28,2.99,0.058,21.2,80.8,0.99504,3.22,0.35,11.2,5
9.3,0.324,0.39,4.76,0.08,1.1,47.5,0.99517,3.15,0.53,9.66,6
8.52,0.607,0.54,5.61,0.075,6.1,69.7,0.99301,3.35,0.66,10.9,5
8.89,0.734,0.229,1.19,0.047,1.8,32.4,0.99835,3.41,0.84,10.07,5
9.67,0.516,0.21,1.19,0.065,17.7,31.4,0.99653,3.34,0.61,11.08,6
6.91,0.494,0.104,0.9,0.103,17.2,45.8,0.99603,3.33,0.64,9.58,6
9.85,0.597,0.333,3.2,0.124,6.6,23.1,0.99613,3.55,0.55,10.72,5
5.93,0.165,0.214,2.84,0.079,8.1,20.4,0.99782,3.32,0.94,10.55,6
8.89,0.627,0.218,2.21,0.08,16.6,58.0,0.99579,3.24,0.93,11.88,5
8.63,1.088,0.252,1.22,0.066,4.1,61.3,0.99292,3.14,0.54,11.02,5
7.25,0.508,0.375,2.03,0.062,22.0,20.7,0.99425,3.5,0.44,10.69,6
8.28,0.509,0.163,2.3,0.052,12.3,27.0,0.99415,3.25,0.41,8.85,6
7.24,0.664,0.123,3.01,0.039,14.2,52.9,0.99722,3.26,0.74,9.86,5
6.46,0.826,0.352,2.39,0.057,15.0,50.1,0.99847,3.47,0.66,9.56,5
7.7,0.705,0.155,2.85,0.117,5.6,47.5,0.99949,3.62,0.52,9.54,5
6.4,0.142,0.051,2.0,0.065,15.1,21.5,0.99359,3.35,0.68,10.44,5
8.88,0.631,0.499,3.6,0.067,20.4,149.7,0.99788,3.29,0.47,10.68,6
6.32,0.993,0.186,2.81,0.066,8.7,29.4,0.99553,3.31,0.78,10.72,5
9.56,0.642,0.163,1.24,0.137,8.0,54.3,1.00225,3.24,0.58,11.77,6
6.26,0.322,0.261,3.96,0.051,43.3,17.1,0.99933,3.26,0.49,10.94,6
7.33,0.581,0.157,3.67,0.088,7.4,39.0,0.99993,3.26,0.58,9.11,5
7.23,0.299,0.193,2.61,0.076,10.7,20.4,0.99822,3.45,0.58,10.64,6
10.63,0.752,0.288,2.4,0.081,32.8,28.6,0.99743,3.3,0.7,11.05,6
8.89,0.358,0.19,4.47,0.087,3.9,48.1,0.99594,3.51,0.85,11.77,7
7.95,0.543,0.188,1.02,0.08,13.1,88.4,0.99556,3.29,0.84,10.26,6
9.19,0.376,0.078,3.7,0.112,20.1,26.5,0.99518,3.25,0.66,10.27,7
4.65,0.432,0.051,1.71,0.077,13.6,46.6,0.99787,3.5,0.61,11.57,5
